,Number,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Substation Latitude,Substation Longitude,Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num,geometry,index_right,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,YEAR,PEAK_MONTH,AVAIL_CAP,PLAN_OUT,UNPLAN_OUT,OTHER_OUT,TOTAL_CAP,PEAK_LOAD,MIN_LOAD,SHAPE_Leng,SHAPE_Area,State
6426,401311,TOLLESON 1 2,Arizona,115,1.02627,118.021,-66.85,33.435,-112.2291,46.52,3.02,,,,0,0,9,1,POINT (-1135790.774780059 -1202114.856352509),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6427,401321,TOLLESON 2 1,Arizona,115,1.00829,115.953,-68.06,33.4017,-112.2408,46.52,13.78,,,,0,0,9,1,POINT (-1137339.532858031 -1205621.23733581),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6428,401331,PRESCOTT VALLEY 3 1,Arizona,115,0.99263,114.152,-67.12,34.7342,-112.2567,,,,,,0,0,9,1,POINT (-1119718.558902409 -1058791.524847452),13,23,803,ARIZONA PUBLIC SERVICE COMPANY,MS # 9997,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://webcache.googleusercontent.com/search?q=cache:JDyOjDQm7XQJ:https://www.aps.com/en/globalservices/serviceareamaps+&cd=1&hl=en&ct=clnk&gl=us,2018,7,6926,0,0,15,8695,7258,2736,3781401.622,1.85318E+11,Arizona
6429,401341,PRESCOTT VALLEY 3 2,Arizona,115,0.99252,114.139,-67.13,34.7342,-112.2567,21.7,4.21,,,,0,0,9,1,POINT (-1119718.558902409 -1058791.524847452),13,23,803,ARIZONA PUBLIC SERVICE COMPANY,MS # 9997,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://webcache.googleusercontent.com/search?q=cache:JDyOjDQm7XQJ:https://www.aps.com/en/globalservices/serviceareamaps+&cd=1&hl=en&ct=clnk&gl=us,2018,7,6926,0,0,15,8695,7258,2736,3781401.622,1.85318E+11,Arizona
6430,401351,PHOENIX 2 1,Arizona,115,0.99843,114.819,-68.09,33.464,-112.3481,67.16,25,,,,0,0,9,1,POINT (-1146334.042907577 -1197329.017390209),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6431,401361,PHOENIX 2 2,Arizona,115,0.99886,114.869,-68.05,33.464,-112.3481,,,,,,0,0,9,1,POINT (-1146334.042907577 -1197329.017390209),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6432,401371,PHOENIX 3 1,Arizona,115,1.01372,116.577,-67.45,33.5287,-112.2797,67.16,19.46,,,,0,0,9,1,POINT (-1139118.597993573 -1191131.870271874),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6433,401381,GLENDALE 10 1,Arizona,115,1.01823,117.096,-67.48,33.5879,-112.1893,32.47,10.93,,,,0,0,9,1,POINT (-1129967.138652386 -1185826.0954877),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6434,401391,PEORIA 1 1,Arizona,115,1.01979,117.276,-67.43,33.6525,-112.2322,60.68,9.23,,,,0,0,9,1,POINT (-1132993.727277945 -1178148.609812252),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6435,401401,PEORIA 2 1,Arizona,115,1.02372,117.727,-67.52,33.6839,-112.1951,60.68,14.83,,,,0,0,9,1,POINT (-1129141.781326812 -1175188.062174477),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6436,401411,PEORIA 2 2,Arizona,115,1.02403,117.764,-67.49,33.6839,-112.1951,,,,,,0,0,9,1,POINT (-1129141.781326812 -1175188.062174477),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6437,401421,PEORIA 3 1,Arizona,115,1.01057,116.216,-68.19,33.7358,-112.2242,55.77,30.2,,,,0,0,9,1,POINT (-1131076.281661598 -1169091.338114106),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6438,401431,PEORIA 4 1,Arizona,115,1.00045,115.052,-68.64,33.8047,-112.3286,55.77,12.56,,,,0,0,9,1,POINT (-1139665.465473694 -1160116.179483222),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6439,401441,PEORIA 5 1,Arizona,115,1.01733,116.993,-67.73,33.5405,-112.1462,84.31,9.36,,,,0,0,9,1,POINT (-1126672.396502448 -1191612.389999538),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6440,401451,PEORIA 6 1,Arizona,115,1.01385,116.593,-67.77,33.6576,-112.2883,84.31,29.64,,,,0,0,9,1,POINT (-1138072.857323281 -1176838.032136684),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6441,401461,PEORIA 7 1,Arizona,115,1.02126,117.445,-67.04,33.6375,-112.2653,72.75,27.12,,,,0,0,9,1,POINT (-1136247.017016053 -1179356.806287315),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6442,401471,GLENDALE 11 1,Arizona,115,1.00803,115.923,-67.44,33.4626,-112.2009,45.47,4.96,,,,0,0,9,1,POINT (-1132804.166490688 -1199455.014234956),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6443,401481,GLENDALE 12 1,Arizona,115,1.01213,116.395,-66.55,33.4388,-112.1696,,,,,,0,0,9,1,POINT (-1130257.505075814 -1202489.278685081),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6444,401491,GLENDALE 12 2,Arizona,115,1.01185,116.362,-66.58,33.4388,-112.1696,45.47,16.04,,,,0,0,9,1,POINT (-1130257.505075814 -1202489.278685081),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6445,401501,PHOENIX 4 1,Arizona,500,1.01009,505.045,-62.57,33.3944,-112.2138,,,,,,0,0,9,1,POINT (-1134955.071157392 -1206784.671616978),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6446,401511,PHOENIX 4 2,Arizona,115,1.02975,118.422,-66.34,33.3944,-112.2138,79.56,6.26,,,,0,0,9,1,POINT (-1134955.071157392 -1206784.671616978),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6447,401521,PHOENIX 4 3,Arizona,500,1.01279,506.394,-62.33,33.3944,-112.2138,,,,,,0,0,9,1,POINT (-1134955.071157392 -1206784.671616978),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6448,401531,PHOENIX 5 1,Arizona,115,1.00666,115.766,-67.16,33.4989,-112.1584,,,,,,0,0,9,1,POINT (-1128380.397442688 -1196026.895261714),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6449,401541,PHOENIX 5 2,Arizona,115,1.00604,115.695,-67.2,33.4989,-112.1584,79.56,37.62,,,,0,0,9,1,POINT (-1128380.397442688 -1196026.895261714),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6450,401551,PHOENIX 6 1,Arizona,115,1.01405,116.616,-66.72,33.4221,-112.1701,45.84,7.52,,,,0,0,9,1,POINT (-1130538.595870762 -1204319.600257787),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6451,401561,PHOENIX 7 1,Arizona,115,1.00997,116.147,-68.02,33.4295,-112.2611,45.84,7.65,,,,0,0,9,1,POINT (-1138815.592758077 -1202292.024573473),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6452,401571,PHOENIX 8 1,Arizona,115,1.01718,116.975,-67.22,33.5576,-112.2875,,,,,,0,0,9,1,POINT (-1139424.55224885 -1187848.539847044),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6453,401581,PHOENIX 8 2,Arizona,115,1.01695,116.949,-67.26,33.5576,-112.2875,71.23,8.52,,,,0,0,9,1,POINT (-1139424.55224885 -1187848.539847044),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6454,401591,PHOENIX 9 1,Arizona,115,1.01597,116.837,-67.17,33.5572,-112.24,71.23,23.05,,,,0,0,9,1,POINT (-1135062.932559113 -1188527.861002208),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6455,401601,GLENDALE 13 1,Arizona,115,1.01663,116.913,-67.61,33.6352,-112.1937,95.81,44.06,,,,0,0,9,1,POINT (-1129702.593738455 -1180564.220559337),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6456,401611,GLENDALE 14 1,Arizona,115,1.01898,117.182,-67.95,33.7222,-112.1435,,,,,,0,0,9,1,POINT (-1123863.842994487 -1171658.477984042),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6457,401621,GLENDALE 14 2,Arizona,115,1.01843,117.12,-68.01,33.7222,-112.1435,95.81,27.77,,,,0,0,9,1,POINT (-1123863.842994487 -1171658.477984042),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6458,401631,GLENDALE 15 1,Arizona,115,1.03627,119.171,-66.84,33.6473,-112.1339,38.82,7.56,,,,0,0,9,1,POINT (-1124038.240953795 -1180025.865882728),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6459,401641,GLENDALE 16 1,Arizona,115,1.00554,115.637,-67.64,33.526,-112.1782,38.82,19.02,,,,0,0,9,1,POINT (-1129820.392398043 -1192782.925856329),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6460,401651,GLENDALE 16 2,Arizona,115,1.00588,115.676,-67.62,33.526,-112.1782,,,,,,0,0,9,1,POINT (-1129820.392398043 -1192782.925856329),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6461,401661,GLENDALE 17 1,Arizona,115,1.01847,117.124,-67.5,33.5901,-112.1579,55.36,14.14,,,,0,0,9,1,POINT (-1127049.670744855 -1186000.872982609),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6462,401671,GLENDALE 18 1,Arizona,115,1.01705,116.96,-67.35,33.5812,-112.1955,55.36,11.58,,,,0,0,9,1,POINT (-1130631.788351765 -1186480.71108534),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6463,401681,GLENDALE 19 1,Arizona,115,1.01705,116.96,-67.2,33.5665,-112.1687,90.24,18.24,,,,0,0,9,1,POINT (-1128375.385285074 -1188453.83738477),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6464,401691,GLENDALE 20 1,Arizona,115,1.00911,116.048,-67.71,33.511,-112.2157,90.24,10.65,,,,0,0,9,1,POINT (-1133482.323364533 -1193933.948421112),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6465,401701,GLENDALE 21 1,Arizona,115,1.0213,117.45,-66.89,33.6046,-112.2592,72.57,42.76,,,,0,0,9,1,POINT (-1136154.627613753 -1183057.395221494),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6466,401711,PHOENIX 10 1,Arizona,115,1.00883,116.016,-67.73,33.5285,-112.1991,45.74,6.86,,,,0,0,9,1,POINT (-1131707.742234185 -1192230.019507962),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6467,401721,PHOENIX 11 1,Arizona,115,1.01913,117.199,-67.83,33.4291,-112.1034,,,,,,0,0,9,1,POINT (-1124295.944573005 -1204433.414395406),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6468,401731,PHOENIX 11 2,Arizona,115,1.01879,117.161,-67.85,33.4291,-112.1034,45.74,22.07,,,,0,0,9,1,POINT (-1124295.944573005 -1204433.414395406),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6469,401741,LAVEEN 1 1,Arizona,115,1.02605,117.996,-66.61,33.3164,-112.1377,53.38,23.65,,,,0,0,9,1,POINT (-1129036.082090548 -1216376.206621857),17,36,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,NOT AVAILABLE,2018,7,8227,0,30,0,14121,7393,2595,991632.9232,37828589360,Arizona
6470,401751,LAVEEN 2 1,Arizona,115,1.0032,115.368,-65.21,33.1467,-112.0714,53.38,11.85,,,,0,0,9,1,POINT (-1125281.03279171 -1235919.076765917),13,23,803,ARIZONA PUBLIC SERVICE COMPANY,MS # 9997,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://webcache.googleusercontent.com/search?q=cache:JDyOjDQm7XQJ:https://www.aps.com/en/globalservices/serviceareamaps+&cd=1&hl=en&ct=clnk&gl=us,2018,7,6926,0,0,15,8695,7258,2736,3781401.622,1.85318E+11,Arizona
